sequence_id	protein_id	gene_start	gene_end	gene_strand	pfam_id	deepbgc_score	in_cluster
NC_008095.1	NC_008095.1_NC_008095.1_4045	5066202	5067840	1	PF13459	0.23923	0
NC_008095.1	NC_008095.1_NC_008095.1_4045	5066202	5067840	1	PF13370	0.27218	0
NC_008095.1	NC_008095.1_NC_008095.1_4045	5066202	5067840	1	PF07992	0.30057	0
NC_008095.1	NC_008095.1_NC_008095.1_4045	5066202	5067840	1	PF01262	0.319	0
NC_008095.1	NC_008095.1_NC_008095.1_4045	5066202	5067840	1	PF00070	0.31111	0
NC_008095.1	NC_008095.1_NC_008095.1_4045	5066202	5067840	1	PF14759	0.39156	0
NC_008095.1	NC_008095.1_NC_008095.1_4046	5067898	5069143	1	PF00067	0.56716	0
NC_008095.1	NC_008095.1_NC_008095.1_4047	5069410	5070793	1	PF16808	0.18125	0
NC_008095.1	NC_008095.1_NC_008095.1_4047	5069410	5070793	1	PF13005	0.17728	0
NC_008095.1	NC_008095.1_NC_008095.1_4047	5069410	5070793	1	PF03050	0.17383	0
NC_008095.1	NC_008095.1_NC_008095.1_4048	5070811	5071171	-1	PF13412	0.21946	0
NC_008095.1	NC_008095.1_NC_008095.1_4049	5071300	5075431	-1	PF13289	0.17219	0
NC_008095.1	NC_008095.1_NC_008095.1_4049	5071300	5075431	-1	PF00400	0.18536	0
NC_008095.1	NC_008095.1_NC_008095.1_4049	5071300	5075431	-1	PF13360	0.20305	0
NC_008095.1	NC_008095.1_NC_008095.1_4049	5071300	5075431	-1	PF05729	0.22913	0
NC_008095.1	NC_008095.1_NC_008095.1_4049	5071300	5075431	-1	PF13191	0.25818	0
NC_008095.1	NC_008095.1_NC_008095.1_4053	5078486	5079632	-1	PF06245	0.15777	0
NC_008095.1	NC_008095.1_NC_008095.1_4055	5081347	5082814	1	PF00875	0.14906	0
NC_008095.1	NC_008095.1_NC_008095.1_4056	5082918	5083239	1	PF09650	0.09818	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF07719	0.05394	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF13414	0.05341	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF13432	0.04483	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF14559	0.04499	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF01739	0.05485	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF13489	0.06936	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF08242	0.0713	0
NC_008095.1	NC_008095.1_NC_008095.1_4057	5083266	5085048	-1	PF03705	0.04868	0
NC_008095.1	NC_008095.1_NC_008095.1_4058	5085041	5086073	-1	PF01339	0.04369	0
NC_008095.1	NC_008095.1_NC_008095.1_4059	5086083	5088417	-1	PF00072	0.03488	0
NC_008095.1	NC_008095.1_NC_008095.1_4059	5086083	5088417	-1	PF01584	0.02094	0
NC_008095.1	NC_008095.1_NC_008095.1_4059	5086083	5088417	-1	PF02518	0.02358	0
NC_008095.1	NC_008095.1_NC_008095.1_4059	5086083	5088417	-1	PF13581	0.02828	0
NC_008095.1	NC_008095.1_NC_008095.1_4059	5086083	5088417	-1	PF13589	0.02253	0
NC_008095.1	NC_008095.1_NC_008095.1_4059	5086083	5088417	-1	PF01627	0.03053	0
NC_008095.1	NC_008095.1_NC_008095.1_4060	5088450	5089704	-1	PF00015	0.03042	0
NC_008095.1	NC_008095.1_NC_008095.1_4061	5089709	5090084	-1	PF01584	0.03883	0
NC_008095.1	NC_008095.1_NC_008095.1_4062	5090080	5090563	-1	PF01584	0.03526	0
NC_008095.1	NC_008095.1_NC_008095.1_4063	5090733	5091606	1	PF00072	0.05003	0
NC_008095.1	NC_008095.1_NC_008095.1_4064	5091742	5093095	-1	PF04055	0.04381	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF05222	0.02614	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF01262	0.02316	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF02826	0.02381	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF13241	0.02433	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF07992	0.02429	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF00070	0.02298	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF02737	0.02528	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF00107	0.032	0
NC_008095.1	NC_008095.1_NC_008095.1_4065	5093232	5094357	1	PF02882	0.03063	0
NC_008095.1	NC_008095.1_NC_008095.1_4066	5094599	5095241	1	PF04542	0.02772	0
NC_008095.1	NC_008095.1_NC_008095.1_4066	5094599	5095241	1	PF07638	0.02477	0
NC_008095.1	NC_008095.1_NC_008095.1_4066	5094599	5095241	1	PF08281	0.02084	0
NC_008095.1	NC_008095.1_NC_008095.1_4066	5094599	5095241	1	PF04545	0.01618	0
NC_008095.1	NC_008095.1_NC_008095.1_4067	5095263	5096172	1	PF13490	0.017	0
NC_008095.1	NC_008095.1_NC_008095.1_4068	5096348	5098037	1	PF00072	0.00615	0
NC_008095.1	NC_008095.1_NC_008095.1_4068	5096348	5098037	1	PF08614	0.00148	0
NC_008095.1	NC_008095.1_NC_008095.1_4068	5096348	5098037	1	PF05911	0.00081	0
NC_008095.1	NC_008095.1_NC_008095.1_4068	5096348	5098037	1	PF10174	0.00054	0
NC_008095.1	NC_008095.1_NC_008095.1_4068	5096348	5098037	1	PF13870	0.00035	0
NC_008095.1	NC_008095.1_NC_008095.1_4068	5096348	5098037	1	PF07926	0.00048	0
NC_008095.1	NC_008095.1_NC_008095.1_4070	5099218	5099989	-1	PF03309	0.00106	0
NC_008095.1	NC_008095.1_NC_008095.1_4071	5100002	5101007	-1	PF02237	0.00075	0
NC_008095.1	NC_008095.1_NC_008095.1_4071	5100002	5101007	-1	PF16917	0.00042	0
NC_008095.1	NC_008095.1_NC_008095.1_4071	5100002	5101007	-1	PF03099	0.00029	0
NC_008095.1	NC_008095.1_NC_008095.1_4071	5100002	5101007	-1	PF08279	0.00049	0
NC_008095.1	NC_008095.1_NC_008095.1_4071	5100002	5101007	-1	PF13412	0.00123	0
NC_008095.1	NC_008095.1_NC_008095.1_4073	5101650	5102610	-1	PF13646	0.00324	0
NC_008095.1	NC_008095.1_NC_008095.1_4074	5102634	5105058	-1	PF10243	0.00191	0
NC_008095.1	NC_008095.1_NC_008095.1_4074	5102634	5105058	-1	PF04471	0.00202	0
NC_008095.1	NC_008095.1_NC_008095.1_4074	5102634	5105058	-1	PF05066	0.0033	0
NC_008095.1	NC_008095.1_NC_008095.1_4075	5105156	5107355	1	PF13360	0.00601	0
NC_008095.1	NC_008095.1_NC_008095.1_4075	5105156	5107355	1	PF01011	0.0055	0
NC_008095.1	NC_008095.1_NC_008095.1_4077	5108334	5109366	1	PF12697	0.00673	0
NC_008095.1	NC_008095.1_NC_008095.1_4077	5108334	5109366	1	PF00561	0.00647	0
NC_008095.1	NC_008095.1_NC_008095.1_4078	5109366	5110002	-1	PF00485	0.00351	0
NC_008095.1	NC_008095.1_NC_008095.1_4078	5109366	5110002	-1	PF01121	0.00231	0
NC_008095.1	NC_008095.1_NC_008095.1_4078	5109366	5110002	-1	PF13238	0.00208	0
NC_008095.1	NC_008095.1_NC_008095.1_4078	5109366	5110002	-1	PF13671	0.00277	0
NC_008095.1	NC_008095.1_NC_008095.1_4078	5109366	5110002	-1	PF06414	0.0052	0
NC_008095.1	NC_008095.1_NC_008095.1_4079	5110071	5111760	-1	PF05114	0.00822	0
NC_008095.1	NC_008095.1_NC_008095.1_4080	5111842	5112658	1	PF00583	0.00741	0
NC_008095.1	NC_008095.1_NC_008095.1_4080	5111842	5112658	1	PF13673	0.00652	0
NC_008095.1	NC_008095.1_NC_008095.1_4080	5111842	5112658	1	PF13508	0.00734	0
NC_008095.1	NC_008095.1_NC_008095.1_4080	5111842	5112658	1	PF13527	0.00955	0
NC_008095.1	NC_008095.1_NC_008095.1_4082	5114018	5114717	1	PF00072	0.01009	0
NC_008095.1	NC_008095.1_NC_008095.1_4082	5114018	5114717	1	PF00486	0.01184	0
NC_008095.1	NC_008095.1_NC_008095.1_4083	5114685	5116326	1	PF01590	0.01144	0
NC_008095.1	NC_008095.1_NC_008095.1_4083	5114685	5116326	1	PF00512	0.00963	0
NC_008095.1	NC_008095.1_NC_008095.1_4083	5114685	5116326	1	PF02518	0.0114	0
NC_008095.1	NC_008095.1_NC_008095.1_4088	5119561	5120089	1	PF13503	0.01518	0
NC_008095.1	NC_008095.1_NC_008095.1_4090	5122155	5123148	-1	PF00291	0.01465	0
NC_008095.1	NC_008095.1_NC_008095.1_4091	5123198	5124431	-1	PF02687	0.01212	0
NC_008095.1	NC_008095.1_NC_008095.1_4091	5123198	5124431	-1	PF01925	0.007	0
NC_008095.1	NC_008095.1_NC_008095.1_4091	5123198	5124431	-1	PF12704	0.01012	0
NC_008095.1	NC_008095.1_NC_008095.1_4092	5124435	5125674	-1	PF02687	0.01104	0
NC_008095.1	NC_008095.1_NC_008095.1_4092	5124435	5125674	-1	PF12704	0.01135	0
NC_008095.1	NC_008095.1_NC_008095.1_4093	5125670	5126423	-1	PF02463	0.01443	0
NC_008095.1	NC_008095.1_NC_008095.1_4093	5125670	5126423	-1	PF13304	0.01398	0
NC_008095.1	NC_008095.1_NC_008095.1_4093	5125670	5126423	-1	PF13191	0.0202	0
NC_008095.1	NC_008095.1_NC_008095.1_4093	5125670	5126423	-1	PF00005	0.01842	0
NC_008095.1	NC_008095.1_NC_008095.1_4093	5125670	5126423	-1	PF13555	0.0155	0
NC_008095.1	NC_008095.1_NC_008095.1_4093	5125670	5126423	-1	PF03193	0.01488	0
NC_008095.1	NC_008095.1_NC_008095.1_4094	5126419	5127679	-1	PF00529	0.01948	0
NC_008095.1	NC_008095.1_NC_008095.1_4094	5126419	5127679	-1	PF13437	0.01679	0
NC_008095.1	NC_008095.1_NC_008095.1_4094	5126419	5127679	-1	PF16576	0.01702	0
NC_008095.1	NC_008095.1_NC_008095.1_4094	5126419	5127679	-1	PF13533	0.01735	0
NC_008095.1	NC_008095.1_NC_008095.1_4095	5127675	5129022	-1	PF02321	0.02586	0
NC_008095.1	NC_008095.1_NC_008095.1_4096	5129018	5129642	-1	PF04893	0.01769	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF02861	0.00713	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF13191	0.00911	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF05621	0.00442	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF00004	0.00373	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF07724	0.00271	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF00158	0.00225	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF07728	0.00202	0
NC_008095.1	NC_008095.1_NC_008095.1_4097	5129943	5132463	1	PF10431	0.00189	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF10727	0.00276	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF02826	0.00219	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF07991	0.00177	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF03807	0.00171	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF03446	0.00165	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF02153	0.00166	0
NC_008095.1	NC_008095.1_NC_008095.1_4098	5132462	5133332	1	PF10728	0.00151	0
NC_008095.1	NC_008095.1_NC_008095.1_4104	5140307	5140868	-1	PF01467	0.00276	0
NC_008095.1	NC_008095.1_NC_008095.1_4105	5140881	5141553	-1	PF12850	0.00454	0
NC_008095.1	NC_008095.1_NC_008095.1_4106	5141556	5142777	-1	PF07075	0.00641	0
NC_008095.1	NC_008095.1_NC_008095.1_4107	5142776	5144147	-1	PF13646	0.00791	0
NC_008095.1	NC_008095.1_NC_008095.1_4107	5142776	5144147	-1	PF00211	0.0069	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF13429	0.00465	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF13414	0.00278	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF13371	0.00295	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF00515	0.00194	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF13432	0.00138	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF07719	0.00124	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF13431	0.00127	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF14559	0.00121	0
NC_008095.1	NC_008095.1_NC_008095.1_4108	5144161	5144890	-1	PF13428	0.00191	0
NC_008095.1	NC_008095.1_NC_008095.1_4109	5144956	5147371	1	PF00488	0.00155	0
NC_008095.1	NC_008095.1_NC_008095.1_4109	5144956	5147371	1	PF01713	0.00197	0
NC_008095.1	NC_008095.1_NC_008095.1_4110	5147559	5148360	-1	PF01648	0.01273	0
NC_008095.1	NC_008095.1_NC_008095.1_4111	5148518	5149286	1	PF14243	0.02333	0
NC_008095.1	NC_008095.1_NC_008095.1_4112	5149320	5149788	-1	PF13432	0.01261	0
NC_008095.1	NC_008095.1_NC_008095.1_4112	5149320	5149788	-1	PF14559	0.01073	0
NC_008095.1	NC_008095.1_NC_008095.1_4112	5149320	5149788	-1	PF13428	0.01141	0
NC_008095.1	NC_008095.1_NC_008095.1_4113	5149889	5150483	1	PF09056	0.01801	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF13518	0.00963	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF02954	0.00486	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF14532	0.00429	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF00158	0.00429	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF07728	0.00459	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF00004	0.00588	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF01078	0.00704	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF13604	0.00715	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF13191	0.01076	0
NC_008095.1	NC_008095.1_NC_008095.1_4114	5150544	5151897	-1	PF00072	0.01317	0
NC_008095.1	NC_008095.1_NC_008095.1_4115	5151900	5153223	-1	PF02518	0.01575	0
NC_008095.1	NC_008095.1_NC_008095.1_4115	5151900	5153223	-1	PF14501	0.01452	0
NC_008095.1	NC_008095.1_NC_008095.1_4115	5151900	5153223	-1	PF13581	0.01729	0
NC_008095.1	NC_008095.1_NC_008095.1_4115	5151900	5153223	-1	PF00512	0.02117	0
NC_008095.1	NC_008095.1_NC_008095.1_4116	5153635	5154976	1	PF02321	0.03419	0
NC_008095.1	NC_008095.1_NC_008095.1_4117	5154972	5155719	1	PF00005	0.02426	0
NC_008095.1	NC_008095.1_NC_008095.1_4117	5154972	5155719	1	PF13555	0.02035	0
NC_008095.1	NC_008095.1_NC_008095.1_4118	5155764	5157213	1	PF16576	0.01916	0
NC_008095.1	NC_008095.1_NC_008095.1_4118	5155764	5157213	1	PF13533	0.01365	0
NC_008095.1	NC_008095.1_NC_008095.1_4118	5155764	5157213	1	PF00364	0.01136	0
NC_008095.1	NC_008095.1_NC_008095.1_4118	5155764	5157213	1	PF00529	0.01762	0
NC_008095.1	NC_008095.1_NC_008095.1_4118	5155764	5157213	1	PF13437	0.01947	0
NC_008095.1	NC_008095.1_NC_008095.1_4119	5157239	5158445	1	PF12704	0.01422	0
NC_008095.1	NC_008095.1_NC_008095.1_4119	5157239	5158445	1	PF02687	0.01683	0
NC_008095.1	NC_008095.1_NC_008095.1_4121	5158548	5159034	-1	PF00072	0.02732	0
NC_008095.1	NC_008095.1_NC_008095.1_4122	5159122	5160457	1	PF02518	0.02143	0
NC_008095.1	NC_008095.1_NC_008095.1_4122	5159122	5160457	1	PF13581	0.028	0
NC_008095.1	NC_008095.1_NC_008095.1_4123	5160434	5161742	-1	PF13387	0.01944	0
NC_008095.1	NC_008095.1_NC_008095.1_4125	5162452	5163208	-1	PF13460	0.01631	0
NC_008095.1	NC_008095.1_NC_008095.1_4125	5162452	5163208	-1	PF13561	0.01127	0
NC_008095.1	NC_008095.1_NC_008095.1_4125	5162452	5163208	-1	PF00106	0.00921	0
NC_008095.1	NC_008095.1_NC_008095.1_4125	5162452	5163208	-1	PF01370	0.0082	0
NC_008095.1	NC_008095.1_NC_008095.1_4125	5162452	5163208	-1	PF08659	0.00847	0
NC_008095.1	NC_008095.1_NC_008095.1_4126	5163368	5164568	1	PF00149	0.00369	0
NC_008095.1	NC_008095.1_NC_008095.1_4126	5163368	5164568	1	PF12850	0.00321	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF13371	0.00458	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF14559	0.00219	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF08631	0.00129	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF00515	0.00108	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF07719	0.00082	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF13181	0.00075	0
NC_008095.1	NC_008095.1_NC_008095.1_4127	5164715	5165501	1	PF13428	0.00093	0
NC_008095.1	NC_008095.1_NC_008095.1_4128	5165607	5165826	-1	PF09534	0.00083	0
NC_008095.1	NC_008095.1_NC_008095.1_4128	5165607	5165826	-1	PF11381	0.00058	0
NC_008095.1	NC_008095.1_NC_008095.1_4129	5165878	5169427	-1	PF00575	0.0006	0
NC_008095.1	NC_008095.1_NC_008095.1_4129	5165878	5169427	-1	PF00773	0.00046	0
NC_008095.1	NC_008095.1_NC_008095.1_4129	5165878	5169427	-1	PF08206	0.00076	0
NC_008095.1	NC_008095.1_NC_008095.1_4130	5169534	5170914	-1	PF09394	0.00619	0
NC_008095.1	NC_008095.1_NC_008095.1_4131	5171109	5172342	1	PF03453	0.00553	0
NC_008095.1	NC_008095.1_NC_008095.1_4131	5171109	5172342	1	PF00994	0.00342	0
NC_008095.1	NC_008095.1_NC_008095.1_4131	5171109	5172342	1	PF03454	0.00418	0
NC_008095.1	NC_008095.1_NC_008095.1_4132	5172458	5173133	1	PF00925	0.00529	0
NC_008095.1	NC_008095.1_NC_008095.1_4133	5173182	5174016	1	PF00753	0.00298	0
NC_008095.1	NC_008095.1_NC_008095.1_4133	5173182	5174016	1	PF12706	0.00255	0
NC_008095.1	NC_008095.1_NC_008095.1_4134	5174005	5175079	-1	PF00293	0.00226	0
NC_008095.1	NC_008095.1_NC_008095.1_4134	5174005	5175079	-1	PF03099	0.00093	0
NC_008095.1	NC_008095.1_NC_008095.1_4135	5175075	5176668	-1	PF06689	0.00099	0
NC_008095.1	NC_008095.1_NC_008095.1_4135	5175075	5176668	-1	PF07719	0.00136	0
NC_008095.1	NC_008095.1_NC_008095.1_4136	5176805	5178056	-1	PF00198	0.00137	0
NC_008095.1	NC_008095.1_NC_008095.1_4136	5176805	5178056	-1	PF02817	0.00104	0
NC_008095.1	NC_008095.1_NC_008095.1_4136	5176805	5178056	-1	PF00364	0.00092	0
NC_008095.1	NC_008095.1_NC_008095.1_4136	5176805	5178056	-1	PF13533	0.00147	0
NC_008095.1	NC_008095.1_NC_008095.1_4137	5178116	5179046	-1	PF04055	0.00194	0
NC_008095.1	NC_008095.1_NC_008095.1_4137	5178116	5179046	-1	PF16881	0.00124	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF02852	0.00127	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF07992	0.00165	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF13738	0.00143	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF00070	0.00153	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF02737	0.00153	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF13434	0.00152	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF01134	0.00133	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF12831	0.00158	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF13450	0.00234	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF01946	0.00224	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF00890	0.00226	0
NC_008095.1	NC_008095.1_NC_008095.1_4138	5179303	5180701	-1	PF03486	0.00306	0
NC_008095.1	NC_008095.1_NC_008095.1_4141	5182653	5183262	-1	PF01503	0.00209	0
NC_008095.1	NC_008095.1_NC_008095.1_4141	5182653	5183262	-1	PF03819	0.00131	0
NC_008095.1	NC_008095.1_NC_008095.1_4141	5182653	5183262	-1	PF01502	0.00261	0
NC_008095.1	NC_008095.1_NC_008095.1_4142	5183261	5184041	-1	PF00459	0.00565	0
NC_008095.1	NC_008095.1_NC_008095.1_4143	5184037	5184799	-1	PF00977	0.00669	0
NC_008095.1	NC_008095.1_NC_008095.1_4143	5184037	5184799	-1	PF03060	0.00657	0
NC_008095.1	NC_008095.1_NC_008095.1_4143	5184037	5184799	-1	PF01207	0.00505	0
NC_008095.1	NC_008095.1_NC_008095.1_4144	5184798	5185335	-1	PF00475	0.00826	0
NC_008095.1	NC_008095.1_NC_008095.1_4145	5185331	5186048	-1	PF00977	0.00931	0
NC_008095.1	NC_008095.1_NC_008095.1_4146	5186044	5186638	-1	PF01174	0.00844	0
NC_008095.1	NC_008095.1_NC_008095.1_4146	5186044	5186638	-1	PF00117	0.0079	0
NC_008095.1	NC_008095.1_NC_008095.1_4146	5186044	5186638	-1	PF07685	0.00767	0
NC_008095.1	NC_008095.1_NC_008095.1_4146	5186044	5186638	-1	PF07722	0.00978	0
NC_008095.1	NC_008095.1_NC_008095.1_4147	5186634	5187672	-1	PF00155	0.01149	0
NC_008095.1	NC_008095.1_NC_008095.1_4147	5186634	5187672	-1	PF04864	0.01195	0
NC_008095.1	NC_008095.1_NC_008095.1_4148	5187668	5188982	-1	PF00815	0.01361	0
NC_008095.1	NC_008095.1_NC_008095.1_4149	5188978	5189839	-1	PF08029	0.00861	0
NC_008095.1	NC_008095.1_NC_008095.1_4149	5188978	5189839	-1	PF01634	0.00904	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF01946	0.01113	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF01494	0.01055	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF01266	0.00886	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF00890	0.00727	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF07992	0.00719	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF02737	0.00662	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF00070	0.00576	0
NC_008095.1	NC_008095.1_NC_008095.1_4150	5190137	5191256	1	PF13450	0.00952	0
NC_008095.1	NC_008095.1_NC_008095.1_4151	5191502	5192738	1	PF06490	0.00483	0
NC_008095.1	NC_008095.1_NC_008095.1_4151	5191502	5192738	1	PF00072	0.00341	0
NC_008095.1	NC_008095.1_NC_008095.1_4151	5191502	5192738	1	PF01966	0.00159	0
NC_008095.1	NC_008095.1_NC_008095.1_4151	5191502	5192738	1	PF13487	0.00194	0
NC_008095.1	NC_008095.1_NC_008095.1_4152	5192794	5193799	1	PF04055	0.00353	0
NC_008095.1	NC_008095.1_NC_008095.1_4152	5192794	5193799	1	PF13353	0.00355	0
NC_008095.1	NC_008095.1_NC_008095.1_4152	5192794	5193799	1	PF13394	0.00399	0
NC_008095.1	NC_008095.1_NC_008095.1_4152	5192794	5193799	1	PF06463	0.00539	0
NC_008095.1	NC_008095.1_NC_008095.1_4153	5193881	5194271	-1	PF09685	0.00631	0
NC_008095.1	NC_008095.1_NC_008095.1_4154	5194387	5196262	-1	PF01964	0.0057	0
NC_008095.1	NC_008095.1_NC_008095.1_4154	5194387	5196262	-1	PF13667	0.0044	0
NC_008095.1	NC_008095.1_NC_008095.1_4155	5196629	5197061	1	PF00571	0.00262	0
NC_008095.1	NC_008095.1_NC_008095.1_4156	5197128	5198520	1	PF00939	0.00169	0
NC_008095.1	NC_008095.1_NC_008095.1_4156	5197128	5198520	1	PF03600	0.00136	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF00072	0.00151	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF00437	0.00108	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF01057	0.00064	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF00158	0.0006	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF14532	0.00055	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF13191	0.00084	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF01078	0.00069	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF01695	0.00055	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF07724	0.00047	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF00004	0.00052	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF07728	0.0005	0
NC_008095.1	NC_008095.1_NC_008095.1_4158	5199162	5200578	1	PF02954	0.00073	0
NC_008095.1	NC_008095.1_NC_008095.1_4160	5201874	5202270	1	PF03965	0.00112	0
NC_008095.1	NC_008095.1_NC_008095.1_4160	5201874	5202270	1	PF01978	0.00089	0
NC_008095.1	NC_008095.1_NC_008095.1_4160	5201874	5202270	1	PF01475	0.00088	0
NC_008095.1	NC_008095.1_NC_008095.1_4161	5202269	5204183	1	PF05569	0.00094	0
NC_008095.1	NC_008095.1_NC_008095.1_4161	5202269	5204183	1	PF01435	0.00089	0
NC_008095.1	NC_008095.1_NC_008095.1_4161	5202269	5204183	1	PF03544	0.00096	0
NC_008095.1	NC_008095.1_NC_008095.1_4162	5204209	5205316	-1	PF02518	0.00165	0
NC_008095.1	NC_008095.1_NC_008095.1_4162	5204209	5205316	-1	PF14501	0.00143	0
NC_008095.1	NC_008095.1_NC_008095.1_4162	5204209	5205316	-1	PF13581	0.00171	0
